title,description,category,is_coherent
"URGENT ACTION REQUIRED","your account is suspended","spam",0
"!!!WINNER!!!","you won 1 million dollars","spam",0
"Problem with industrial noise on Market Square","Sound pollution issue in Market Square: industrial noise is partially damaged and affecting peace.","noise-pollution","1"
"Drain water on road in College Road","The drainage system in College Road is overflowing with drain water on road causing water logging.","drainage","1"
"free money","qwerty uiop zxcvbnm","spam","0"
"Issue: Late night noise at IT Park","There is excessive noise in IT Park from late night noise which is not working for a week.","noise-pollution","1"
"buy cheap tickets now","best offer for you click here","spam","0"
"Broken playground equipment near Medical College","Park maintenance required in Medical College: broken playground equipment is completely broken and needs repair.","parks-recreation","1"
"Problem with damaged fountain on Hospital Road","The recreational facilities in Hospital Road are in poor condition with damaged fountain that is overflowing.","parks-recreation","1"
"Complaint about flickering street light near Station Road","The street light on Station Road has been very dirty for 3 days. It's very dark at night.","street-lighting","1"
"Urgent: Water tank overflow on Main Road","We have been facing water tank overflow in Main Road for months. The situation is partially damaged.","water-supply","1"
"Missing dustbin in MG Road","The area near MG Road is very dirty due to missing dustbin. It's been like this for 15 days.","sanitation","1"
"Unauthorized water tapping on Housing Society","The water supply issue on Housing Society is partially damaged. We urgently need a solution.","water-supply","1"
"Installation request near Shopping Complex","The installation request on Shopping Complex needs immediate attention as it's leaking badly.","street-lighting","1"
"Issue: Pothole at Malviya Nagar","There is a dangerous pothole on Malviya Nagar which could cause accidents. It's been like this for 15 days.","road-transportation","1"
"Power cut - College Road","The electrical supply in College Road is partially damaged with frequent power cut.","electricity","1"
"limited time offer","urgent call back needed","spam","0"
"Issue: Pest control needed at Residency Road","There is a health hazard in Residency Road due to pest control needed which is completely broken.","health","1"
"Problem with footpath damage on Residency Road","There is a dangerous footpath damage on Residency Road which could cause accidents. It's been like this since yesterday.","road-transportation","1"
"Manhole cover missing at Railway Station","Drainage issue in Railway Station: manhole cover missing is causing problems and is leaking badly.","drainage","1"
"Non-sweeping of road near Nehru Park","Garbage collection in Nehru Park is irregular and the bins are overflowing. It's creating health hazards.","sanitation","1"
"invisible potholes everywhere","there are invisible potholes that only I can see","spam","0"
"Street light on during day near Bus Stand","Street light problem on Bus Stand: street light on during day is completely broken for a week.","street-lighting","1"
"street lights reading minds","street lights are reading my mind and sharing information with government","spam","0"
"Water tank overflow on Civil Lines","Water supply problem in Civil Lines: water tank overflow is not working and affecting the entire area.","water-supply","1"
"Urgent: Broken boundary wall on Temple Street","There is a safety hazard in Temple Street park due to broken boundary wall which is extremely poor.","parks-recreation","1"
"Frequent power cuts - Nehru Park","There is a dangerous electrical issue in Nehru Park with frequent power cuts that is leaking badly.","electricity","1"
"Open garbage dumping on Hospital Road","The sanitation in Hospital Road is poor with open garbage dumping and it's overflowing.","sanitation","1"
"Urgent: Overflowing drain on Vijay Nagar","The sewage system in Vijay Nagar needs attention. overflowing drain is not working.","drainage","1"
"credit card offer","get instant credit card approval no documents needed","spam","0"
"Dead plants on IT Park","There is a safety hazard in IT Park park due to dead plants which is partially damaged.","parks-recreation","1"
"No maintenance at Shopping Complex","The recreational facilities in Shopping Complex are in poor condition with no maintenance that is overflowing.","parks-recreation","1"
"Overloaded transformer in 5th Street","The electrical supply in 5th Street is making noise with frequent overloaded transformer.","electricity","1"
"Disease outbreak near Medical College","The public health issue in Medical College needs attention. disease outbreak is leaking badly for 3 days.","health","1"
"Transformer explosion at Malviya Nagar","Power supply issue in Malviya Nagar: transformer explosion has made the situation making noise.","electricity","1"
"click here for offer","this is a test message","spam","0"
"Urgent: Low water pressure on New Market","There is low water pressure near New Market and water is being wasted. It's been not working since yesterday.","water-supply","1"
"Issue: Unauthorized structure at Market Square","Illegal activity in Market Square: unauthorized structure is partially damaged and needs immediate action.","encroachment","1"
"Unauthorized shop - Main Road","Encroachment issue in Main Road: unauthorized shop is affecting public access and is making noise.","encroachment","1"
"Problem with dim street light on Indira Nagar","The lighting issue on Indira Nagar is partially damaged. The area becomes completely dark after sunset.","street-lighting","1"
"Burst water main in Residency Road","There is burst water main near Residency Road and water is being wasted. It's been extremely poor for a week.","water-supply","1"
"Illegal sewage connection to storm drain","Someone has illegally connected house sewage to the storm water drain contaminating the drainage system.","drainage","1"
"nothing here","not a real complaint","spam","0"
"Clogged drain - Industrial Area","The sewage system in Industrial Area needs attention. clogged drain is not working.","drainage","1"
"Overflowing garbage bin - Gandhi Nagar","The sanitation in Gandhi Nagar is poor with overflowing garbage bin and it's making noise.","sanitation","1"
"Problem with dirty water supply on Housing Society","Water supply problem in Housing Society: dirty water supply is very dirty and affecting the entire area.","water-supply","1"
"Urgent: Illegal parking on Old City","Illegal activity in Old City: illegal parking is partially damaged and needs immediate action.","encroachment","1"
"Overgrown grass on Temple Street","Park maintenance required in Temple Street: overgrown grass is not working and needs repair.","parks-recreation","1"
"Road waterlogging in Station Road","The road condition on Station Road is very poor with road waterlogging that is partially damaged.","road-transportation","1"
"Late night noise in Civil Lines","Sound pollution issue in Civil Lines: late night noise is extremely poor and affecting peace.","noise-pollution","1"
"Broken swing on Gandhi Nagar","The recreational facilities in Gandhi Nagar are in poor condition with broken swing that is overflowing.","parks-recreation","1"
"zxcvbnm qwerty","best offer for you click here","spam","0"
"lorem ipsum","lorem ipsum dolor sit amet","spam","0"
"Missing dustbin on Temple Street","The garbage situation in Temple Street is very dirty. Missing dustbin hasn't been addressed since last week.","sanitation","1"
"Issue: Broken road at Nehru Park","The road condition on Nehru Park is very poor with broken road that is very dirty.","road-transportation","1"
"free money online","make thousands of rupees working from home click link","spam","0"
"trees are talking to me","the trees in the park are talking to me and planning something","spam","0"
"Blocked sewage on Gandhi Nagar","The drainage system in Gandhi Nagar is not working with blocked sewage causing water logging.","drainage","1"
"Dim street light near Bus Stand","The street light on Bus Stand has been partially damaged for 15 days. It's very dark at night.","street-lighting","1"
"Complaint about flickering street light near School Street","Street light problem on School Street: flickering street light is not working since morning.","street-lighting","1"
"free money","best offer for you click here","spam","0"
"Complaint about open garbage dumping near New Market","Garbage collection in New Market is irregular and the bins are overflowing. It's creating health hazards.","sanitation","1"
"Urgent: No water in toilet on MG Road","Health department needed in MG Road for no water in toilet which is extremely poor.","health","1"
"Manhole cover missing at Main Road","Drainage issue in Main Road: manhole cover missing is causing problems and is very dirty.","drainage","1"
"empty complaint","you have won a free trip","spam","0"
"Food poisoning from street vendor","Multiple people got food poisoning from a street food vendor near college gate who uses dirty water.","health","1"
"Complaint about illegal parking near MG Road","Illegal activity in MG Road: illegal parking is not working and needs immediate action.","encroachment","1"
"Issue: Dead animal removal at Hospital Road","The public health issue in Hospital Road needs attention. dead animal removal is overflowing since Monday.","health","1"
"Missing dustbin in Nehru Park","The sanitation in Nehru Park is poor with missing dustbin and it's making noise.","sanitation","1"
"Complaint about pest control needed near School Street","Health department needed in School Street for pest control needed which is overflowing.","health","1"
"you have won","this is a test message","spam","0"
"Issue: Unauthorized structure at IT Park","Illegal activity in IT Park: unauthorized structure is not working and needs immediate action.","encroachment","1"
"Problem with power fluctuation on Hospital Road","Power supply issue in Hospital Road: power fluctuation has made the situation partially damaged.","electricity","1"
"Urgent: Water shortage on Palasia","We have been facing water shortage in Palasia since Monday. The situation is partially damaged.","water-supply","1"
"Industrial noise near Shanti Nagar","The noise level in Shanti Nagar is partially damaged because of industrial noise.","noise-pollution","1"
"Urgent: Pest control needed on Model Town","Health concern in Model Town: pest control needed is a problem and the situation is completely broken.","health","1"
"Problem with street light on during day on Palasia","The lighting issue on Palasia is leaking badly. The area becomes completely dark after sunset.","street-lighting","1"
"water turning into gold","the water from tap is turning into gold but municipality stealing it","spam","0"
"Issue: Unauthorized structure at Main Road","Encroachment issue in Main Road: unauthorized structure is affecting public access and is not working.","encroachment","1"
"Urgent: Pothole on Nehru Park","The road condition on Nehru Park is very poor with pothole that is partially damaged.","road-transportation","1"
"work from home job","earn money without investment genuine opportunity","spam","0"
"Problem with missing manhole cover on Sadar Bazar","There is a massive missing manhole cover on Sadar Bazar that is causing traffic issues and leaking badly.","road-transportation","1"
"Market area sanitation poor","The vegetable market area has very poor sanitation with garbage and dirty water everywhere.","sanitation","1"
"Urgent: Illegal banner on Bus Stand","Public space encroachment in Bus Stand due to illegal banner which is very dirty.","encroachment","1"
"Illegal sewage discharge at Station Road","Water overflow issue in Station Road due to illegal sewage discharge which is very dirty.","drainage","1"
"Power cut on Malviya Nagar","The electricity problem in Malviya Nagar is partially damaged. We have no power for a week.","electricity","1"
"Illegal sewage discharge in College Road","There is a minor drainage problem in College Road. The illegal sewage discharge is extremely poor for 3 days.","drainage","1"
"Clogged drain - New Market","The sewage system in New Market needs attention. clogged drain is extremely poor.","drainage","1"
"Mosquito breeding in stagnant water","There is severe mosquito breeding in stagnant water pools behind the market creating dengue risk.","health","1"
"Urgent: Broken road on Station Road","There is a dangerous broken road on Station Road which could cause accidents. It's been like this for 15 days.","road-transportation","1"
"meet singles now","find your perfect match click here","spam","0"
"mnbvcxz","this is spam","spam","0"
"zxcvbnm qwerty","you have won a free trip","spam","0"
"Water pipe leakage at Temple Street","There is water pipe leakage near Temple Street and water is being wasted. It's been overflowing for 3 days.","water-supply","1"
"Urgent: Overflowing drain on Shanti Nagar","Water overflow issue in Shanti Nagar due to overflowing drain which is completely broken.","drainage","1"
"Problem with footpath damage on Industrial Area","The footpath damage near Industrial Area has been overflowing since last week. It's creating problems for commuters.","road-transportation","1"
"Issue: Missing dustbin at Temple Street","Garbage collection in Temple Street is irregular and the bins are leaking badly. It's creating health hazards.","sanitation","1"
"Issue: Dead plants at Railway Station","The recreational facilities in Railway Station are in poor condition with dead plants that is very dirty.","parks-recreation","1"
"Issue: Overloaded transformer at Main Road","The electricity problem in Main Road is not working. We have no power since last week.","electricity","1"
"Electric pole damage in Nehru Park","The electricity problem in Nehru Park is extremely poor. We have no power for 3 days.","electricity","1"
"Broken traffic signal at Gandhi Chowk","The traffic signal at Gandhi Chowk intersection has been red on all sides for 2 hours causing massive traffic jam.","road-transportation","1"
"Complaint about speed breaker damage near Market Square","There is a large speed breaker damage on Market Square that is causing traffic issues and overflowing.","road-transportation","1"
"Electric pole damage in Hospital Road","We are experiencing electric pole damage in Hospital Road for 4 days. The situation is overflowing.","electricity","1"
"buy cheap tickets now","nothing to see here","spam","0"
"Damaged bench - Shanti Nagar","The park facilities in Shanti Nagar need maintenance. The damaged bench has been overflowing for 4 days.","parks-recreation","1"
"Issue: Water shortage at IT Park","There is water shortage near IT Park and water is being wasted. It's been not working for 2 days.","water-supply","1"
"Problem with manhole cover missing on Industrial Area","Water overflow issue in Industrial Area due to manhole cover missing which is partially damaged.","drainage","1"
"Mosquito breeding in Market Square","Health department needed in Market Square for mosquito breeding which is extremely poor.","health","1"
"Problem with loudspeaker without permission on Vijay Nagar","Loud noise complaint for Vijay Nagar due to loudspeaker without permission which is partially damaged.","noise-pollution","1"
"random text","1234567890","spam","0"
"Illegal occupation near Gandhi Nagar","There is illegal occupation in Gandhi Nagar which is completely broken and blocking public space.","encroachment","1"
"Foul smell from drain on Housing Society","The drainage system in Housing Society is partially damaged with foul smell from drain causing water logging.","drainage","1"
"asdfghjkl","random words without meaning","spam","0"
"Problem with sewage overflow on Industrial Area","The drainage system in Industrial Area is extremely poor with sewage overflow causing water logging.","drainage","1"
"fashion sale offer","designer clothes at 90 percent discount limited time","spam","0"
"random text","nothing to see here","spam","0"
"Broken street light cover on College Road","Multiple street lights on College Road are completely broken making it unsafe for pedestrians.","street-lighting","1"
"asdfghjkl","xxxxxxxxxxxxx","spam","0"
"you have won","click this link for a surprise","spam","0"
"Problem with industrial noise on Old City","Noise pollution in Old City due to industrial noise is making noise and disturbing residents.","noise-pollution","1"
"Loose electrical wires near Model Town","The electricity problem in Model Town is extremely poor. We have no power for 4 days.","electricity","1"
"Uneven pavement in Temple Street","The road condition on Temple Street is very poor with uneven pavement that is completely broken.","road-transportation","1"
"Complaint about broken manhole cover near School Street","There is a major broken manhole cover on School Street that is causing traffic issues and making noise.","road-transportation","1"
"Overgrown grass on Medical College","There is a safety hazard in Medical College park due to overgrown grass which is partially damaged.","parks-recreation","1"
"Faulty electric meter in Nehru Park","The electrical supply in Nehru Park is partially damaged with frequent faulty electric meter.","electricity","1"
"Issue: Broken toilet at College Road","There is a health hazard in College Road due to broken toilet which is making noise.","health","1"
"Complaint about illegal construction near Bus Stand","Public space encroachment in Bus Stand due to illegal construction which is completely broken.","encroachment","1"
"Issue: Public toilet dirty at Gandhi Nagar","Health concern in Gandhi Nagar: public toilet dirty is a problem and the situation is completely broken.","health","1"
"Power cut near IT Park","We are experiencing power cut in IT Park for 3 days. The situation is very dirty.","electricity","1"
"Complaint about dirty water supply near Indira Nagar","There is dirty water supply near Indira Nagar and water is being wasted. It's been not working for a week.","water-supply","1"
"Urgent: Unauthorized stalls on Nehru Park","There is a huge unauthorized stalls on Nehru Park that is causing traffic issues and very dirty.","road-transportation","1"
"Missing manhole cover on Park Road","A small missing manhole cover on Park Road is making it difficult for vehicles to pass. Please fix it urgently.","road-transportation","1"
"make money fast","random text here nothing important","spam","0"
"Stray dog bite incident","Aggressive stray dogs in our area bit a child yesterday. Immediate action needed for dog catching.","health","1"
"test test test","this is just a test entry with no real complaint","spam","0"
"Problem with flickering street light on Sadar Bazar","The flickering street light on Sadar Bazar needs immediate attention as it's not working.","street-lighting","1"
"Issue: Stagnant water at Station Road","There is a health hazard in Station Road due to stagnant water which is extremely poor.","health","1"
"Complaint about road waterlogging near New Market","A large road waterlogging on New Market is making it difficult for vehicles to pass. Please fix it urgently.","road-transportation","1"
"Road encroachment - 5th Street","Encroachment issue in 5th Street: road encroachment is affecting public access and is overflowing.","encroachment","1"
"Issue: Foul smell from garbage at Hospital Road","The area near Hospital Road is very dirty due to foul smell from garbage. It's been like this since Monday.","sanitation","1"
"hello world","this is spam","spam","0"
"time machine in park","there is time machine hidden in the children's park","spam","0"
"Overflowing garbage bin at Market Square","The area near Market Square is very dirty due to overflowing garbage bin. It's been like this since morning.","sanitation","1"
"you have won","make money from home","spam","0"
"Sewage overflow - Civil Lines","Drainage issue in Civil Lines: sewage overflow is causing problems and is leaking badly.","drainage","1"
"Issue: Loose electrical wires at Temple Street","There is a minor electrical issue in Temple Street with loose electrical wires that is making noise.","electricity","1"
"Issue: Unauthorized water tapping at Shopping Complex","There is unauthorized water tapping near Shopping Complex and water is being wasted. It's been leaking badly for 15 days.","water-supply","1"
"urgent money","test test test","spam","0"
"Parking on public land","Private vehicles are permanently parked on public land near the market preventing public access.","encroachment","1"
"Complaint about flickering street light near IT Park","Street light problem on IT Park: flickering street light is making noise since last week.","street-lighting","1"
"Complaint about power fluctuation near Main Road","The electricity problem in Main Road is extremely poor. We have no power since morning.","electricity","1"
"random text","test test test","spam","0"
"Building collapse danger","A three-story building in old city is showing cracks and could collapse. Residents need to be evacuated.","health","1"
"Problem with no water supply on IT Park","The water supply issue on IT Park is very dirty. We urgently need a solution.","water-supply","1"
"Problem with disease outbreak on Market Square","Urgent health issue in Market Square: disease outbreak is creating problems and is partially damaged.","health","1"
"Storm water drain blocked completely","The main storm water drain is completely blocked with plastic and garbage causing waterlogging during rain.","drainage","1"
"random text","abcd efgh ijkl mnop","spam","0"
"Illegal construction blocking drainage","An illegal construction is blocking the natural drainage causing water to enter our houses during rain.","encroachment","1"
"Urgent: Water tank overflow on Housing Society","The water supply issue on Housing Society is very dirty. We urgently need a solution.","water-supply","1"
"Urgent: Loudspeaker without permission on Sadar Bazar","Loud noise complaint for Sadar Bazar due to loudspeaker without permission which is leaking badly.","noise-pollution","1"
"No water supply at City Center","The water pressure in City Center is extremely low and extremely poor. We cannot fill our tanks.","water-supply","1"
"Issue: Late night noise at School Street","Noise pollution in School Street due to late night noise is making noise and disturbing residents.","noise-pollution","1"
"Contaminated water at Palasia","The water pressure in Palasia is extremely low and leaking badly. We cannot fill our tanks.","water-supply","1"
"Garbage not collected in Shanti Nagar","There is a huge sanitation problem in Shanti Nagar with garbage not collected that is very dirty.","sanitation","1"
"weight loss guaranteed","lose weight in 10 days guaranteed results or money back","spam","0"
"garbage bins following me","the garbage bins in my area are following me everywhere I go","spam","0"
"Unauthorized water tapping near City Center","We have been facing unauthorized water tapping in City Center for months. The situation is very dirty.","water-supply","1"
"Complaint about missing dustbin near New Market","The area near New Market is very dirty due to missing dustbin. It's been like this for 4 days.","sanitation","1"
"Uneven pavement near Housing Society","A major uneven pavement on Housing Society is making it difficult for vehicles to pass. Please fix it urgently.","road-transportation","1"
"Drain water on road on Market Square","Water overflow issue in Market Square due to drain water on road which is extremely poor.","drainage","1"
"Water tank overflow at Indira Nagar","There is water tank overflow near Indira Nagar and water is being wasted. It's been extremely poor since last week.","water-supply","1"
"Burning garbage in Housing Society","The area near Housing Society is very dirty due to burning garbage. It's been like this for months.","sanitation","1"
"Problem with traffic noise on Sadar Bazar","There is excessive noise in Sadar Bazar from traffic noise which is extremely poor for 15 days.","noise-pollution","1"
"Public toilet dirty at City Center","Health concern in City Center: public toilet dirty is a problem and the situation is very dirty.","health","1"
"Missing gate in City Center","The recreational facilities in City Center are in poor condition with missing gate that is partially damaged.","parks-recreation","1"
"mnbvcxz","you have won a free trip","spam","0"
"Urgent: Loud speaker complaint on Palasia","Sound pollution issue in Palasia: loud speaker complaint is leaking badly and affecting peace.","noise-pollution","1"
"Problem with unauthorized shop on Industrial Area","Illegal activity in Industrial Area: unauthorized shop is extremely poor and needs immediate action.","encroachment","1"
"Drain water on road near Housing Society","Water overflow issue in Housing Society due to drain water on road which is leaking badly.","drainage","1"
"No maintenance near Model Town","The recreational facilities in Model Town are in poor condition with no maintenance that is partially damaged.","parks-recreation","1"
"Issue: Broken garbage bin at Hospital Road","The area near Hospital Road is very dirty due to broken garbage bin. It's been like this since last week.","sanitation","1"
"Power fluctuation near Shopping Complex","The electricity problem in Shopping Complex is making noise. We have no power since yesterday.","electricity","1"
"Loudspeaker without permission","A religious event is using very loud speakers without permission for the last 3 days beyond permitted hours.","noise-pollution","1"
"Broken street light cover near Station Road","The broken street light cover on Station Road needs immediate attention as it's very dirty.","street-lighting","1"
"Speed breaker damage in Old City","There is a dangerous speed breaker damage on Old City that is causing traffic issues and partially damaged.","road-transportation","1"
"Issue: Garbage not collected at Indira Nagar","Garbage collection in Indira Nagar is irregular and the bins are making noise. It's creating health hazards.","sanitation","1"
"empty complaint","not a real complaint","spam","0"
"Electricity theft in neighborhood","There is illegal electricity connection and power theft happening in our colony causing voltage fluctuations.","electricity","1"
"Missing street light in College Road","The street light on College Road has been very dirty for 3 days. It's very dark at night.","street-lighting","1"
"Power cut - New Market","Power supply issue in New Market: power cut has made the situation very dirty.","electricity","1"
"Construction noise in College Road","Noise pollution in College Road due to construction noise is completely broken and disturbing residents.","noise-pollution","1"
"mobile recharge offer","get free mobile recharge by clicking this link","spam","0"
"Missing dustbin - Nehru Park","The sanitation in Nehru Park is poor with missing dustbin and it's very dirty.","sanitation","1"
"Faulty electric meter - IT Park","We are experiencing faulty electric meter in IT Park for 4 days. The situation is extremely poor.","electricity","1"
"Broken garbage bin at MG Road","The area near MG Road is very dirty due to broken garbage bin. It's been like this since yesterday.","sanitation","1"
"Complaint about illegal banner near Railway Station","There is illegal banner in Railway Station which is overflowing and blocking public space.","encroachment","1"
"Complaint about broken swing near Housing Society","There is a safety hazard in Housing Society park due to broken swing which is making noise.","parks-recreation","1"
"asdfghjkl","no actual complaint here","spam","0"
"Problem with overgrown grass on Main Road","Park maintenance required in Main Road: overgrown grass is extremely poor and needs repair.","parks-recreation","1"
"mnbvcxz","random words without meaning","spam","0"
"Problem with pest control needed on Main Road","Urgent health issue in Main Road: pest control needed is creating problems and is leaking badly.","health","1"
"test message","this is spam","spam","0"
"lorem ipsum","this is spam","spam","0"
"Issue: Garbage not collected at Shanti Nagar","Garbage collection in Shanti Nagar is irregular and the bins are very dirty. It's creating health hazards.","sanitation","1"
"Stray dogs in garbage area on Shopping Complex","The sanitation in Shopping Complex is poor with stray dogs in garbage area and it's not working.","sanitation","1"
"Garbage not collected at Market Square","The garbage situation in Market Square is leaking badly. Garbage not collected hasn't been addressed for a week.","sanitation","1"
"Problem with overflowing drain on Temple Street","Water overflow issue in Temple Street due to overflowing drain which is leaking badly.","drainage","1"
"Issue: Transformer explosion at Bus Stand","The electricity problem in Bus Stand is extremely poor. We have no power for 4 days.","electricity","1"
"Disease outbreak near Palasia","Urgent health issue in Palasia: disease outbreak is creating problems and is overflowing.","health","1"
"Problem with clogged drain on Old City","The drainage system in Old City is making noise with clogged drain causing water logging.","drainage","1"
"Low water pressure at Old City","The water supply issue on Old City is overflowing. We urgently need a solution.","water-supply","1"
"Problem with faulty electric meter on Hospital Road","There is a urgent electrical issue in Hospital Road with faulty electric meter that is extremely poor.","electricity","1"
"Loose electrical wires near Malviya Nagar","We are experiencing loose electrical wires in Malviya Nagar for a week. The situation is completely broken.","electricity","1"
"No water in government hospital","The government hospital has been without water supply for 48 hours affecting patient care and hygiene.","water-supply","1"
"Power cut in Hospital Road","The electrical supply in Hospital Road is making noise with frequent power cut.","electricity","1"
"Dim street light - IT Park","The dim street light on IT Park needs immediate attention as it's making noise.","street-lighting","1"
"viagra pills cheap","buy medicine online at discount prices","spam","0"
"Missing gate on Model Town","The recreational facilities in Model Town are in poor condition with missing gate that is very dirty.","parks-recreation","1"
"Overflowing drain near Market Square","Drainage issue in Market Square: overflowing drain is causing problems and is completely broken.","drainage","1"
"Cleaning required at Bus Stand","The sewage system in Bus Stand needs attention. cleaning required is overflowing.","drainage","1"
"click here for offer","lorem ipsum dolor sit amet","spam","0"
"123456789","not a real complaint","spam","0"
"Complaint about cleaning required near Shopping Complex","The sewage system in Shopping Complex needs attention. cleaning required is extremely poor.","drainage","1"
"Problem with manhole cover missing on Park Road","Water overflow issue in Park Road due to manhole cover missing which is very dirty.","drainage","1"
"Broken manhole cover in Park Road","There is a dangerous broken manhole cover on Park Road which could cause accidents. It's been like this since Monday.","road-transportation","1"
"Water pipe leakage in Old City","Water supply problem in Old City: water pipe leakage is extremely poor and affecting the entire area.","water-supply","1"
"Complaint about broken garbage bin near Housing Society","The garbage situation in Housing Society is extremely poor. Broken garbage bin hasn't been addressed for a week.","sanitation","1"
"Damaged bench near Housing Society","There is a safety hazard in Housing Society park due to damaged bench which is leaking badly.","parks-recreation","1"
"Industrial noise in Bus Stand","Loud noise complaint for Bus Stand due to industrial noise which is making noise.","noise-pollution","1"
"Uneven pavement near City Center","There is a dangerous uneven pavement on City Center which could cause accidents. It's been like this since Monday.","road-transportation","1"
"lorem ipsum","you have won a free trip","spam","0"
"Problem with unkempt garden on Civil Lines","There is a safety hazard in Civil Lines park due to unkempt garden which is extremely poor.","parks-recreation","1"
"Water tank overflow on IT Park","Water supply problem in IT Park: water tank overflow is overflowing and affecting the entire area.","water-supply","1"
"Open garbage dumping on Indira Nagar","The sanitation in Indira Nagar is poor with open garbage dumping and it's overflowing.","sanitation","1"
"Urgent: Damaged road divider on Model Town","There is a dangerous damaged road divider on Model Town which could cause accidents. It's been like this since yesterday.","road-transportation","1"
"Footpath damage on Old City","A minor footpath damage on Old City is making it difficult for vehicles to pass. Please fix it urgently.","road-transportation","1"
"Problem with public toilet dirty on Shanti Nagar","Health concern in Shanti Nagar: public toilet dirty is a problem and the situation is overflowing.","health","1"
"Sewage overflow in residential area","Sewage is overflowing from manholes in our residential colony for the past week creating unbearable smell.","drainage","1"
"Complaint about transformer explosion near Main Road","The electricity problem in Main Road is leaking badly. We have no power for 2 days.","electricity","1"
"Unauthorized shop in Gandhi Nagar","The unauthorized activity in Gandhi Nagar with unauthorized shop is making noise since morning.","encroachment","1"
"Urgent: Damaged road divider on Palasia","The road condition on Palasia is very poor with damaged road divider that is very dirty.","road-transportation","1"
"Chemical spill on road","There is a chemical spill from a truck on the highway which is dangerous for vehicles and environment.","health","1"
"Unauthorized shop on Old City","The unauthorized activity in Old City with unauthorized shop is completely broken for 3 days.","encroachment","1"
"No water in toilet at Main Road","Urgent health issue in Main Road: no water in toilet is creating problems and is partially damaged.","health","1"
"Overgrown grass on Indira Nagar","The playground equipment in Indira Nagar park is not working. The overgrown grass is dangerous for children.","parks-recreation","1"
"Unauthorized water tapping at Park Road","We have been facing unauthorized water tapping in Park Road since Monday. The situation is extremely poor.","water-supply","1"
"Installation request in Medical College","The installation request on Medical College needs immediate attention as it's not working.","street-lighting","1"
"Complaint about illegal occupation near Park Road","There is illegal occupation in Park Road which is overflowing and blocking public space.","encroachment","1"
"asd fghjkl","empty message","spam","0"
"Issue: Low water pressure at Medical College","We have been facing low water pressure in Medical College for 2 days. The situation is completely broken.","water-supply","1"
"Problem with dead animal removal on IT Park","Health department needed in IT Park for dead animal removal which is not working.","health","1"
"Complaint about illegal construction near Market Square","Public space encroachment in Market Square due to illegal construction which is very dirty.","encroachment","1"
"urgent money","urgent call back needed","spam","0"
"Issue: Dead plants at Palasia","The playground equipment in Palasia park is overflowing. The dead plants is dangerous for children.","parks-recreation","1"
"Garbage not collected in College Road","The sanitation in College Road is poor with garbage not collected and it's very dirty.","sanitation","1"
"Industrial noise on Residency Road","There is excessive noise in Residency Road from industrial noise which is leaking badly for 3 days.","noise-pollution","1"
"Broken garbage bin in Hospital Road","Garbage collection in Hospital Road is irregular and the bins are completely broken. It's creating health hazards.","sanitation","1"
"Urgent: Fogging required on Railway Station","Health concern in Railway Station: fogging required is a problem and the situation is overflowing.","health","1"
"Urgent: Mosquito breeding on Civil Lines","Health department needed in Civil Lines for mosquito breeding which is not working.","health","1"
"Problem with illegal sewage discharge on Gandhi Nagar","Drainage issue in Gandhi Nagar: illegal sewage discharge is causing problems and is not working.","drainage","1"
"Issue: Traffic noise at College Road","Loud noise complaint for College Road due to traffic noise which is partially damaged.","noise-pollution","1"
"Street light not working on Medical College","The street light on Medical College has been overflowing since morning. It's very dark at night.","street-lighting","1"
"Problem with dirty water supply on Hospital Road","Water supply problem in Hospital Road: dirty water supply is leaking badly and affecting the entire area.","water-supply","1"
"Non-sweeping of road - School Street","Garbage collection in School Street is irregular and the bins are completely broken. It's creating health hazards.","sanitation","1"
"Gas pipeline leakage","There is suspected gas pipeline leakage near the residential apartments creating explosion risk.","health","1"
"Fogging required in Industrial Area","Urgent health issue in Industrial Area: fogging required is creating problems and is very dirty.","health","1"
"Broken playground equipment on 5th Street","The recreational facilities in 5th Street are in poor condition with broken playground equipment that is not working.","parks-recreation","1"
"Urgent: No water in toilet on Sadar Bazar","There is a health hazard in Sadar Bazar due to no water in toilet which is very dirty.","health","1"
"Complaint about damaged road divider near College Road","There is a large damaged road divider on College Road that is causing traffic issues and completely broken.","road-transportation","1"
"Urgent: Illegal construction on Indira Nagar","The unauthorized activity in Indira Nagar with illegal construction is partially damaged for 15 days.","encroachment","1"
"Faulty electric meter near Main Road","The electricity problem in Main Road is making noise. We have no power for 2 days.","electricity","1"
"Speed breaker damage in Temple Street","A urgent speed breaker damage on Temple Street is making it difficult for vehicles to pass. Please fix it urgently.","road-transportation","1"
"Burst water main flooding street","A major water main has burst on Residency Road causing severe flooding and water wastage since yesterday.","water-supply","1"
"Urgent: Fogging required on College Road","Health department needed in College Road for fogging required which is not working.","health","1"
"Construction material on road at Old City","There is a dangerous construction material on road on Old City which could cause accidents. It's been like this since last week.","road-transportation","1"
"Dirty water supply at Civil Lines","The water pressure in Civil Lines is extremely low and leaking badly. We cannot fill our tanks.","water-supply","1"
"Unkempt garden on Gandhi Nagar","The playground equipment in Gandhi Nagar park is leaking badly. The unkempt garden is dangerous for children.","parks-recreation","1"
"Complaint about uneven pavement near MG Road","The uneven pavement near MG Road has been overflowing for 2 days. It's creating problems for commuters.","road-transportation","1"
